Parameter_C	L1	L2	L3
-1.7594196	3.5412502909284936e-06	-0.0007227469133523447	-0.6924279748968839
-1.7594187	-2.8031921347937505e-05	-0.0003506679847386646	-0.6927684806538587
-1.7594178	-2.1560303475819212e-05	-0.00041510228148953707	-0.69271051797498
-1.7594169	-8.391284901488121e-06	-0.0005613467768951985	-0.6925774424981487
-1.759416	1.4440081602132455e-05	-0.0008303768502252228	-0.6923312437913223
-1.7594151	2.1604330205879548e-05	-0.0007591039652267877	-0.6924096809249245
-1.7594142	0.00014352944908483438	-9.204915403681606e-05	-0.6931986608549933
-1.7594133	-3.981213798294365e-05	-0.0005711253854318015	-0.6925362430365305
-1.7594124	-1.2760655344266899e-05	-0.0006497991799784677	-0.6924846207246226
-1.7594115	-8.731751129991925e-06	-0.00048329993420728696	-0.692655148874608
-1.7594106	-5.631495100550083e-06	-0.0003586744778281555	-0.6927828745870166
-1.7594097	-1.7195761915602769e-06	-0.0004744498084574813	-0.6926710111752963
-1.7594088	3.346435287581863e-06	-0.0004993631092048133	-0.6926511638860281
-1.7594079	7.334426249230834e-06	-0.0005993312162996518	-0.6925551837698949
-1.759407	8.53751795017808e-06	-0.0007862490365819793	-0.6923694690413135
-1.7594061	8.603535427652421e-06	-0.0010545804468580326	-0.6921012036485149
-1.7594052	8.16425046548886e-06	-0.0015006637470265443	-0.6916546810633842
-1.7594043	7.4893679401409615e-06	-0.0018609962498344285	-0.691293673678051
-1.7594034	6.690658746729114e-06	-0.0021618022516486602	-0.6909920689670433
-1.7594025	5.7933371921579355e-06	-0.002240122875842441	-0.6909128510212951
-1.7594016	4.808578672129514e-06	-0.0022598118001598633	-0.6908921773384576
-1.7594007	3.784563094953238e-06	-0.0022081702881944615	-0.6909427948348458
-1.7593998	2.8187938814713943e-06	-0.002193092361345559	-0.6909569069924812
-1.7593989	2.017562810351848e-06	-0.002107334713243453	-0.6910418634095121
-1.759398	1.4310864162183041e-06	-0.0020666154148127358	-0.6910819962315489
-1.7593971	1.046226472418436e-06	-0.0019594097251660037	-0.6911888170612518
-1.7593962	8.287423522561433e-07	-0.0019244950239843408	-0.6912235142783132
-1.7593953	7.487847587918091e-07	-0.001942095140711725	-0.6912058342039924
-1.7593944	7.853004005115144e-07	-0.0018350928772088088	-0.691312872983137
-1.7593935	9.250542233860864e-07	-0.0018446364852414995	-0.6913034691289273
-1.7593926	1.1600838093735067e-06	-0.0018817285959199332	-0.6912666120478348
-1.7593917	1.4831874851590225e-06	-0.0019386913488790253	-0.6912099723985514
-1.7593908	1.8790319685754495e-06	-0.001853354094003941	-0.69129570549791
-1.7593899	2.311855604967688e-06	-0.0019003183329181009	-0.6912491740826322
-1.759389	2.7233996244853642e-06	-0.001845973375327178	-0.6913039305842426
-1.7593881	3.0548361946549832e-06	-0.0018786114951489165	-0.6912716239009911
-1.7593872	3.273990603811818e-06	-0.0018888871589872616	-0.6912615673915619
-1.7593863	3.379628282790309e-06	-0.0019327393876103565	-0.6912178208006178
-1.7593854	3.388611872171836e-06	-0.00206507058447112	-0.6910854985873464
-1.7593845	3.3241255302140106e-06	-0.0020434631684171276	-0.6911070415170584
-1.7593836	3.2093506440267673e-06	-0.0020971121900522516	-0.6910532777205372
-1.7593827	3.064159708879006e-06	-0.0020789071234615505	-0.6910713375961927
-1.7593818	2.903732602441406e-06	-0.0021180966642641527	-0.6910319876282836
-1.7593809	2.738893967831896e-06	-0.0021501887470548047	-0.6909997307068584
-1.75938	2.577654583493127e-06	-0.0020855395958634033	-0.6910642186186654
-1.7593791	2.4270853123916156e-06	-0.002161870332682056	-0.6909877373125757
-1.7593782	2.294481736500446e-06	-0.002077928912739405	-0.6910715461289424
-1.7593773	2.1871135319631792e-06	-0.0021621735947538823	-0.6909871940787234
-1.7593764	2.1108733308924322e-06	-0.002152347778695132	-0.6909969436545811
-1.7593755	2.0690770562284884e-06	-0.0020740811153261885	-0.6910751685216753
-1.7593746	2.062392119461798e-06	-0.0020337020888351915	-0.6911155408632296
-1.7593737	2.089649324417942e-06	-0.0020685132949544997	-0.6910807569143153
-1.7593728	2.1486225325502356e-06	-0.0020785281398923248	-0.6910708010425856
-1.7593719	2.2362533289909224e-06	-0.0020985107797671736	-0.6910509060335072
-1.759371	2.3484182891305905e-06	-0.002129058306257833	-0.6910204706719766
-1.7593701	2.4795702953422427e-06	-0.002191860373867825	-0.6909577997563728
-1.7593692	2.6225753618407835e-06	-0.002127316610663479	-0.6910224865246437
-1.7593683	2.7689802478045027e-06	-0.002192875099057364	-0.6909570744411357
-1.7593674	2.9096838972106946e-06	-0.0021609648965730563	-0.6909891253472694
