Parameter_C,L1,L2
-1.7595726,0.0010791007763266702,-0.00011306371894254822
-1.7595717,0.000811797735346104,-0.00011209776894047856
-1.7595708,0.0008006414614602072,-0.0003484667871361036
-1.7595699,0.0007577096838985617,-0.0006089763861332653
-1.759569,0.0008407711052934395,-0.0006055665310881253
-1.7595681,0.0006625926167378688,-0.0007052168251020059
-1.7595672,0.0005476118945617215,-0.0009787445342705147
-1.7595663,0.0005533119501054517,-0.0006352577971109127
-1.7595654,0.0008617384384017522,-0.0007559262095313321
-1.7595645,0.0007345220356051564,-0.0006301212713433754
-1.7595636,0.0004955092817576194,-0.0007122849396471149
-1.7595627,0.0009496426438794343,-0.0009015348294070971
-1.7595618,0.0011217900588735028,-0.0004996475688688019
-1.7595609,0.0007257572715041987,-0.00056158235665453
-1.75956,0.0005133830453047016,-0.0005016322923244269
-1.7595591,0.0009587358995464448,-0.0007938776038425549
-1.7595582,0.0008463161384348306,-0.0005921853673853693
-1.7595573,0.0006248171201336678,-0.0008749225330006113
-1.7595564,0.00048438974886358936,-0.0007110944755768446
-1.7595555,0.000660737330500772,-0.000904055765463509
-1.7595546,0.0007129718633492288,-0.0014201587979657253
-1.7595537,0.00015846990334570786,-0.0009168581864120888
-1.7595528,0.0005416872613535652,-0.001129968350115693
-1.7595519,0.0005620595157775812,-0.0008881095520983987
-1.759551,0.0003223438479404273,-0.0008724227562046916
-1.7595501,0.0008841988369588516,-0.0009587490466775403
-1.7595492,0.0007687061104911502,-0.0013899896412564751
-1.7595483,0.00034339067829449073,-0.0012939333289858205
-1.7595474,0.0003511499156164304,-0.001124791316934472
-1.7595465,0.0002677765734960084,-0.0014362612343829613
-1.7595456,0.0004120719080360351,-0.001620439177467388
-1.7595447,0.00033912801412461295,-0.002006899046276499
-1.7595438,0.00035188432686707205,-0.0016849352056218805
-1.7595429,0.0005578400884795457,-0.001878754891163847
-1.759542,0.0009946312272273703,-0.0013594942736114436
-1.7595411,0.000459536819221915,-0.002088015720258429
-1.7595402,0.00060591569947168,-0.0021146697296480525
-1.7595393,0.0006032642872721782,-0.002293551772554217
-1.7595384,0.0007471694562571038,-0.0021811379866739622
-1.7595375,0.0003632682991306215,-0.0018810335647974203
-1.7595366,0.0005375275705979261,-0.0018310066230720478
-1.7595357,0.0006964275530487793,-0.0019209048094413603
-1.7595348,0.00042331664302231055,-0.0018300165523052465
-1.7595339,0.00029059223262321366,-0.0018654845842855589
-1.759533,0.00021407568023970174,-0.001709947698448126
-1.7595321,0.0004101586971592822,-0.0016653733934047315
-1.7595312,0.0003912270104745703,-0.0016516225419739871
-1.7595303,0.0004193660816006028,-0.0017325658844157819
-1.7595294,0.0002922272443515475,-0.0016635300652410138
-1.7595285,0.0003315186357001789,-0.0018529068833604066
-1.7595276,0.0006759255920924324,-0.0010684257847822431
-1.7595267,0.0004994059571633812,-0.0015353989944692594
-1.7595258,0.000724916491612551,-0.0016832636806117943
-1.7595249,0.0006831071479127667,-0.0016190944068938372
-1.759524,0.00043799497446724163,-0.0013831743830777365
-1.7595231,0.00018065930181084713,-0.0013819456992785852
-1.7595222,0.00032646192484614016,-0.0017545781401191664
-1.7595213,0.00046004740828215146,-0.0012458324496854298
-1.7595204,0.0004419876751132704,-0.0016599792752111035
-1.7595195,0.0003456100584860439,-0.0018023637669235633
-1.7595186,0.00024194906560115215,-0.0019889953903689662
-1.7595177,0.0003581432972783589,-0.0019750853074880937
-1.7595168,0.0006580741191784101,-0.0015604996841152385
-1.7595159,0.0005537229972992367,-0.0014065767675352258
-1.759515,0.00044618183421978264,-0.0014326859169769494
-1.7595141,0.000600058622124786,-0.0013677603276896675
-1.7595132,0.0004043726751768549,-0.001269027896127443
-1.7595123,0.0005457567689534773,-0.0011504415835773404
-1.7595114,0.0003481628536099389,-0.0011525987223805143
-1.7595105,0.00023218889564493762,-0.0012366362160745829
-1.7595096,0.0001618566911388768,-0.0011259783107750705
-1.7595087,0.00023952776520939722,-0.001145167716847958
-1.7595078,0.0004729721295909724,-0.0008550116403497068
-1.7595069,0.00012672759273570658,-0.0009320205754473098
-1.759506,0.0002141798392637165,-0.0007919633931809774
-1.7595051,0.00024110598697977002,-0.0009681362312130152
-1.7595042,0.00028753855791839654,-0.000651433021261154
-1.7595033,0.00040608579565775077,-0.0006771238758887824
-1.7595024,0.0003946282182809869,-0.0005212258021615704
-1.7595015,0.00028379709931215954,-0.0008036580685439215
-1.7595006,0.00020793230837740667,-0.0006072494347616899
-1.7594997,1.3451798127296807e-05,-0.0007177338039923074
-1.7594988,0.00024410046002906107,-0.0005766073662580706
-1.7594979,0.00014404782407712114,-0.000863011482285532
-1.759497,0.0005774353275606535,-0.000503178749378169
-1.7594961,0.00021418791998919216,-0.0006088131255995858
-1.7594952,0.00011777849024170226,-0.0010395985267729238
-1.7594943,-7.138579825517204e-05,-0.0008005166077096374
-1.7594934,9.448583307812027e-05,-0.000753766809889269
-1.7594925,0.00027095924973739134,-0.0005345478786902782
-1.7594916,0.00036992546176579005,-0.0006183132424845245
-1.7594907,0.0003229326852669946,-0.0006881334472781928
-1.7594898,0.0002966864195026212,-0.0005521650940344992
-1.7594889,0.00029821960179904843,-0.00024775070325085244
-1.759488,0.00033356639629089077,-0.0005236246212546895
